DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,City,State,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),SiteEnergyUse(kBtu)_log1p,PropertyGFATotal_log1p
2016,SPS-District K-12,K-12 School,2000,1.0,3,98357,98357,0,K-12 School,K-12 School,98357.0,,,,,47.52915,-122.28904,Seattle,WA,,3456131.5,15.055660747291528,11.496369162654512
2016,NonResidential,Small- and Mid-Sized Office,1958,1.0,1,54765,54765,0,"Office, Other",Office,25765.0,Other,25000.0,,,47.53827,-122.28406,Seattle,WA,,4253369.5,15.263222285419143,10.910824842428626
2016,NonResidential,Other,2009,1.0,5,89821,89821,0,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,47.53722,-122.284,Seattle,WA,,1950092.5,14.483387878108376,11.405585213149562
2016,NonResidential,University,1980,1.0,2,52611,52611,0,College/University,College/University,52611.0,,,,,47.65147,-122.36122,Seattle,WA,,4116871.5,15.230604331120192,10.87069950958867
2016,NonResidential,Residence Hall,2001,1.0,4,139600,102100,37500,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,,,47.65068,-122.36331,Seattle,WA,,4448582.5,15.308096288862831,11.846543632608537
2016,SPS-District K-12,K-12 School,2011,1.0,2,236758,236758,0,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,,,47.70763,-122.29453,Seattle,WA,2016,8355988.5,15.938489145075708,12.374798025109309
2016,NonResidential,Other,1971,3.0,6,250981,250981,0,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,,,47.60462,-122.31549,Seattle,WA,,13071700.0,16.38596022250331,12.433136502395
2016,SPS-District K-12,K-12 School,2002,1.0,3,62526,62526,0,K-12 School,K-12 School,62526.0,,,,,47.68725,-122.35996,Seattle,WA,,1986094.875,14.50168139785003,11.043353742439358
2016,NonResidential,Other,2004,1.0,11,299070,230638,68432,Other,Other,250000.0,,,,,47.61598,-122.33448,Seattle,WA,,65336980.0,17.99506875860081,12.608436282378069
2016,NonResidential,Small- and Mid-Sized Office,2007,1.0,3,64015,64015,0,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,47.536,-122.31768,Seattle,WA,,3242077.75,14.99172527154413,11.066888331097015
2016,NonResidential,Retail Store,1951,1.0,1,530039,530039,0,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,,,47.70759,-122.3255,Seattle,WA,,27717034.0,17.13755776408312,13.180707754378572
2016,NonResidential,Other,1964,1.0,3,54224,54224,0,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,,,47.7066,-122.321,Seattle,WA,,7265178.0,15.79860349336159,10.900897335695076
2016,NonResidential,Retail Store,1965,1.0,4,124342,124342,0,Retail Store,Retail Store,122000.0,,,,,47.70619,-122.32586,Seattle,WA,,8765978.0,15.986388764338583,11.7307991549249
2016,NonResidential,Hospital,1953,6.0,10,879000,879000,0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,,,,,47.66231,-122.28146,Seattle,WA,,253832464.0,19.352185020745686,13.686541314323094
2016,NonResidential,Other,1996,1.0,3,55442,55442,0,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,47.70956,-122.3345,Seattle,WA,,3191228.25,14.975916745362364,10.923110744953863
2016,SPS-District K-12,K-12 School,1999,1.0,2,242795,242795,0,K-12 School,K-12 School,242795.0,,,,,47.67661,-122.37489,Seattle,WA,,9157150.0,16.03004566207076,12.399976863567195
2016,NonResidential,Self-Storage Facility,1910,1.0,5,84870,84870,0,Self-Storage Facility,Self-Storage Facility,85521.0,,,,,47.61233,-122.3171,Seattle,WA,,1381590.125,14.138746382082337,11.34888773562083
2016,Campus,University,1970,11.0,2,694072,582447,111625,College/University,College/University,667335.0,,,,,47.69936,-122.33401,Seattle,WA,,35891484.0,17.396010638695785,13.450332421277029
2016,SPS-District K-12,K-12 School,1952,1.0,2,173185,173185,0,K-12 School,K-12 School,173185.0,,,,,47.54632,-122.28198,Seattle,WA,,6127771.5,15.628341865039795,12.06212144043466
2016,SPS-District K-12,K-12 School,1963,1.0,1,145341,145341,0,K-12 School,K-12 School,139069.0,,,,,47.54862,-122.36214,Seattle,WA,,5499097.0,15.520094636753228,11.886844864912606
2016,NonResidential,Warehouse,1904,1.0,4,114297,114297,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,,,,,47.55152,-122.31869,Seattle,WA,,2100097.75,14.55749492539759,11.64656435181704
2016,SPS-District K-12,K-12 School,1960,1.0,2,184125,184125,0,K-12 School,K-12 School,184125.0,,,,,47.52407,-122.26586,Seattle,WA,,8800292.0,15.9902955743487,12.12337558484319
2016,SPS-District K-12,K-12 School,1959,1.0,1,160270,160270,0,K-12 School,K-12 School,160270.0,,,,,47.69675,-122.3776,Seattle,WA,,0.0,0.0,11.984621411439049
2016,NonResidential,Warehouse,1937,1.0,1,234144,234144,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,,,,,47.55901,-122.33328,Seattle,WA,,6744317.0,15.72421093057707,12.363695860550678
2016,NonResidential,Retail Store,1966,1.0,1,64984,64984,0,Retail Store,Retail Store,65425.0,,,,,47.52254,-122.36627,Seattle,WA,,2944296.25,14.895380721804624,11.081911753015689
2016,NonResidential,Retail Store,1965,1.0,1,67745,67745,0,Retail Store,Retail Store,67782.0,,,,,47.52254,-122.36627,Seattle,WA,,9230223.0,16.037993874873614,11.123520696408578
2016,SPS-District K-12,K-12 School,2010,1.0,2,367884,367884,0,K-12 School,K-12 School,367884.0,,,,,47.52915,-122.36511,Seattle,WA,2016,12265516.0,16.322302387252705,12.815525668312768
2016,SPS-District K-12,K-12 School,1958,1.0,1,46797,46797,0,K-12 School,K-12 School,46797.0,,,,,47.51778,-122.37074,Seattle,WA,,2075891.0,14.54590149879328,10.753595745949836
2016,SPS-District K-12,K-12 School,1963,1.0,3,136188,136188,0,K-12 School,K-12 School,136188.0,,,,,47.59796,-122.30415,Seattle,WA,,0.0,0.0,11.82179890585303
2016,NonResidential,Other,1973,1.0,3,56000,56000,0,Other,Other,56000.0,,,,,47.67767,-122.39631,Seattle,WA,,1851260.5,14.431377856563758,10.933124826700707
2016,SPS-District K-12,K-12 School,2004,1.0,2,67371,67371,0,K-12 School,K-12 School,67371.0,,,,,47.54174,-122.27691,Seattle,WA,,2128459.0,14.570909271496827,11.117984780318276
2016,NonResidential,Self-Storage Facility,1969,1.0,2,52088,52088,0,Self-Storage Facility,Self-Storage Facility,52088.0,,,,,47.54508,-122.37737,Seattle,WA,,1377519.5,14.13579570193114,10.860709073012249
2016,SPS-District K-12,K-12 School,2010,1.0,3,127776,127776,0,K-12 School,K-12 School,127776.0,,,,,47.65708,-122.33803,Seattle,WA,,4748137.0,15.37326309915874,11.758041836028166
2016,NonResidential,Hotel,1998,1.0,5,123920,93920,30000,"Hotel, Parking, Swimming Pool",Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,47.62972,-122.32906,Seattle,WA,,9373179.0,16.0533629776411,11.727399544780592
2016,Nonresidential COS,Other,1900,1.0,1,50000,50000,0,Museum,Museum,43000.0,,,,,47.62759,-122.33661,Seattle,WA,,7548807.0,15.83690022796602,10.819798284210286
2016,Nonresidential COS,Warehouse,1926,1.0,2,50292,50292,0,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,Residence Hall/Dormitory,5000.0,Office,4730.0,47.62591,-122.34084,Seattle,WA,,430473.6875,12.97264380321185,10.825621181393542
2016,NonResidential,Hotel,1998,1.0,7,207656,153315,54341,Hotel,Hotel,141591.0,,,,,47.62782,-122.34045,Seattle,WA,,11171988.0,16.22892022144235,12.243642959061384
2016,SPS-District K-12,K-12 School,1999,1.0,2,67235,67235,0,K-12 School,K-12 School,67235.0,,,,,47.68359,-122.37308,Seattle,WA,,2284133.75,14.641497845390791,11.115964097353285
2016,Nonresidential COS,Small- and Mid-Sized Office,1957,1.0,2,91130,91130,0,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,Distribution Center,32881.0,Parking,11850.0,47.70044,-122.34136,Seattle,WA,,9472358.0,16.063888536570126,11.420053310764764
2016,SPS-District K-12,K-12 School,1991,1.0,3,58118,58118,0,K-12 School,K-12 School,59014.0,,,,,47.54025,-122.3885,Seattle,WA,,1407277.25,14.157168077738389,10.970247911755056
2016,NonResidential,Hotel,1968,1.0,4,64893,64893,0,Hotel,Hotel,64893.0,,,,,47.70916,-122.33216,Seattle,WA,,6197825.0,15.63970914336364,11.080510448495463
2016,SPS-District K-12,K-12 School,1989,1.0,2,52792,52792,0,K-12 School,K-12 School,55480.0,,,,,47.69823,-122.32126,Seattle,WA,,0.0,0.0,10.874133885147836
2016,SPS-District K-12,K-12 School,1925,1.0,1,70762,70762,0,K-12 School,K-12 School,70762.0,,,,,47.53809,-122.29591,Seattle,WA,,3606416.0,15.098225316658542,11.16709154420937
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,3,44558,44558,0,"Office, Restaurant, Self-Storage Facility",Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,47.60105,-122.33518,Seattle,WA,,1677002.25,14.332518978787965,10.704569432697642
2016,NonResidential,Other,1999,1.0,6,1585960,1258280,327680,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,47.59544,-122.33159,Seattle,WA,,59757440.0,17.90580427658684,14.276701090710652
2016,Nonresidential COS,Distribution Center,1924,1.0,2,179161,179161,0,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,Other,25543.0,47.57199,-122.32811,Seattle,WA,,9436408.0,16.06008606320791,12.096045703465
2016,Nonresidential COS,Warehouse,1965,1.0,2,58640,58640,0,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,47.57199,-122.32811,Seattle,WA,,3928695.25,15.183818185804016,10.979189389621132
2016,NonResidential,Other,1999,1.0,3,1172127,1172127,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,,,,47.59085,-122.33354,Seattle,WA,,58761304.0,17.88899411800904,13.974331458172632
2016,NonResidential,Hotel,2005,1.0,9,168449,153882,14567,"Food Service, Hotel, Parking",Hotel,135006.0,Parking,20600.0,Food Service,9216.0,47.59269,-122.33372,Seattle,WA,,12726789.0,16.359219778484473,12.0343942488347
2016,NonResidential,Warehouse,1916,0.0,4,79600,79600,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,,,,,47.57507,-122.35747,Seattle,WA,,2411402.25,14.695719397429222,11.284781934567633
2016,SPS-District K-12,K-12 School,1997,1.0,4,241066,241066,0,K-12 School,K-12 School,241066.0,,,,,47.65996,-122.33962,Seattle,WA,,7791957.0,15.868602734146243,12.392830182134402
2016,Campus,Large Office,1980,14.0,2,334368,302494,31874,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984.0,Laboratory,72963.0,Other - Utility,16766.0,47.52429,-122.31234,Seattle,WA,,53466684.0,17.794569307621288,12.72000045254618
2016,NonResidential,Other,2008,1.0,6,419848,84739,335109,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,Movie Theater,65000.0,Medical Office,13567.0,47.70281,-122.32532,Seattle,WA,,9134963.0,16.02761980689978,12.947650401805848
2016,NonResidential,Mixed Use Property,2002,1.0,4,110785,110785,0,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,58563.0,Supermarket/Grocery Store,48520.0,Parking,29839.0,47.6239,-122.35756,Seattle,WA,,10557910.0,16.172385994703347,11.615355691521394
2016,NonResidential,Hotel,1999,1.0,0,934292,934292,0,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536.0,Parking,438756.0,Restaurant,49700.0,47.61275,-122.3333,Seattle,WA,,65047284.0,17.990625024926484,13.7475453725128
2016,NonResidential,Hospital,1990,6.0,5,597519,597519,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),601615.0,Parking,48607.0,,,47.60705,-122.30966,Seattle,WA,,143423024.0,18.781309038094196,13.300543035030948
2016,SPS-District K-12,K-12 School,1999,1.0,1,71714,71714,0,K-12 School,K-12 School,71714.0,,,,,47.52518,-122.34828,Seattle,WA,,2371358.0,14.678973766491712,11.180455209728311
2016,NonResidential,Warehouse,1991,1.0,3,75397,67236,8161,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,Parking,8161.0,,,47.65097,-122.34227,Seattle,WA,,549181.375,13.216185860226975,11.230536028445307
2016,NonResidential,Hospital,2000,9.0,8,1158691,1158691,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1350182.0,Parking,387651.0,,,47.60399,-122.32377,Seattle,WA,,293090784.0,19.49599296540524,13.96280234067203
2016,NonResidential,Senior Care Community,1999,1.0,5,102796,90185,12611,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,47.59626,-122.3218,Seattle,WA,,10105379.0,16.12857851325877,11.540511448697996
2016,SPS-District K-12,K-12 School,2002,1.0,2,208981,208981,0,K-12 School,K-12 School,208981.0,,,,,47.57678,-122.38459,Seattle,WA,,8164853.0,15.915349403026587,12.250003402836114
2016,NonResidential,K-12 School,1928,1.0,2,55653,55653,0,K-12 School,K-12 School,55500.0,,,,,47.66568,-122.31368,Seattle,WA,,1377627.0,14.135873737652302,10.926909231928333
2016,NonResidential,Hotel,1931,1.0,16,106860,106860,0,Hotel,Hotel,106860.0,,,,,47.66151,-122.31457,Seattle,WA,,11935719.0,16.295046142705484,11.579284203506532
2016,NonResidential,Small- and Mid-Sized Office,1972,1.0,5,50759,50759,0,"Office, Restaurant",Office,47079.0,Restaurant,3680.0,,,47.71895,-122.29475,Seattle,WA,,3147042.0,14.961973839759995,10.834863921828324
2016,NonResidential,Worship Facility,1952,1.0,2,56772,56772,0,Worship Facility,Worship Facility,56772.0,,,,,47.66182,-122.31113,Seattle,WA,,2439484.75,14.707297816860034,10.946816139580935
2016,NonResidential,Worship Facility,1952,1.0,3,103000,103000,0,Worship Facility,Worship Facility,103000.0,,,,,47.6626,-122.31164,Seattle,WA,,4854429.5,15.3954023510764,11.542493975902508
2016,SPS-District K-12,K-12 School,2006,1.0,3,269297,269297,0,K-12 School,K-12 School,269297.0,,,,,47.67723,-122.31281,Seattle,WA,,10498344.0,16.166728183656947,12.503573852110398
2016,SPS-District K-12,K-12 School,2001,1.0,3,75174,75174,0,K-12 School,K-12 School,75174.0,,,,,47.67184,-122.29221,Seattle,WA,,2733846.0,14.821220332739603,11.22757400785673
2016,SPS-District K-12,K-12 School,2003,1.0,3,75214,75214,0,K-12 School,K-12 School,75214.0,,,,,47.64052,-122.3656,Seattle,WA,,2334260.0,14.66320591076947,11.228105958131923
2016,SPS-District K-12,K-12 School,2005,1.0,3,134918,134918,0,K-12 School,K-12 School,134918.0,,,,,47.57298,-122.39028,Seattle,WA,,3822102.5,15.156311483478492,11.812429877348531
2016,SPS-District K-12,K-12 School,1991,1.0,2,64414,64414,0,K-12 School,K-12 School,65310.0,,,,,47.59096,-122.29985,Seattle,WA,,2295176.5,14.646320740533971,11.073101804225626
2016,SPS-District K-12,K-12 School,1927,1.0,3,92437,92437,0,K-12 School,K-12 School,92437.0,,,,,47.67725,-122.32232,Seattle,WA,,4626443.0,15.347299096415538,11.434293428498702
2016,NonResidential,Other,1914,1.0,7,128766,128766,0,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,47.61103,-122.33238,Seattle,WA,,6057410.0,15.61679303903496,11.765759848644574
2016,NonResidential,Residence Hall,1913,1.0,9,107572,107572,0,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934.0,Office,27143.0,Retail Store,10568.0,47.6079,-122.33266,Seattle,WA,,5572503.0,15.53335506205258,11.58592496585375
2016,NonResidential,Other,1955,1.0,15,230880,230880,0,Other,Other,203000.0,,,,,47.60699,-122.33481,Seattle,WA,,62197176.0,17.94582017082735,12.34965770525265
2016,SPS-District K-12,K-12 School,2007,1.0,3,204961,204961,0,K-12 School,K-12 School,204961.0,,,,,47.55237,-122.31391,Seattle,WA,,8190809.0,15.91852335203776,12.230579875084514
2016,NonResidential,Other,1973,1.0,1,76086,76086,0,Other,Other,77810.0,,,,,47.63965,-122.3783,Seattle,WA,,3267564.0,14.999555617167122,11.239632701398955
2016,NonResidential,Medical Office,1927,1.0,5,190000,151000,39000,"Medical Office, Office",Medical Office,146741.0,Office,9805.0,,,47.61972,-122.36033,Seattle,WA,,28731502.0,17.17350474424078,12.154784614286667
2016,NonResidential,Hotel,1961,1.0,4,122309,122309,0,Hotel,Hotel,122309.0,,,,,47.6124,-122.35075,Seattle,WA,,25453690.0,17.0523713199146,11.714314084481408
2016,Campus,Other,1995,4.0,3,215476,215476,0,Other,Other,217088.0,,,,,47.61137,-122.34947,Seattle,WA,,24017770.0,16.994304572641532,12.28060945429176
2016,NonResidential,Hotel,2003,1.0,8,254273,215473,38800,Hotel,Hotel,277000.0,,,,,47.61069,-122.34653,Seattle,WA,,26659244.0,17.098646552733936,12.446167704736087
2016,Nonresidential COS,Other,1980,1.0,2,69400,69400,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,,,47.60729,-122.34211,Seattle,WA,,14833476.0,16.512397143814713,11.147656555612986
2016,NonResidential,Mixed Use Property,1900,1.0,1,62900,62900,0,"Other, Restaurant, Retail Store",Restaurant,32494.0,Other,29793.0,Retail Store,3384.300049,47.6041,-122.33958,Seattle,WA,,10394330.0,16.156771119338835,11.049317340813348
2016,NonResidential,Small- and Mid-Sized Office,1914,1.0,4,56500,56500,0,"Office, Retail Store",Office,33000.0,Retail Store,7000.0,,,47.60271,-122.33557,Seattle,WA,,1380293.625,14.13780753072309,10.942013616092948
2016,NonResidential,Warehouse,2008,1.0,4,203504,203504,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,159372.0,Other - Services,44132.0,,,47.59486,-122.32455,Seattle,WA,,3785282.5,15.146631342973455,12.22344585358752
2016,NonResidential,Large Office,1968,0.0,3,100734,74003,26731,Office,Office,100734.0,,,,,47.61757,-122.35122,Seattle,WA,,9788717.0,16.096741055983074,11.520248585350007
2016,NonResidential,Small- and Mid-Sized Office,1981,1.0,4,77662,59158,18504,"Office, Parking",Office,62108.0,Parking,17570.0,,,47.61703,-122.35012,Seattle,WA,,5007401.0,15.42642777568657,11.260134232464855
2016,NonResidential,Large Office,1978,1.0,12,234000,212210,21790,"Financial Office, Laboratory, Office, Parking",Office,173786.0,Laboratory,29865.0,Parking,25373.0,47.61619,-122.34599,Seattle,WA,,18661606.0,16.741978869718228,12.36308066783498
2016,NonResidential,Large Office,1989,1.0,25,369996,369996,0,"Office, Parking",Office,383942.0,Parking,127192.0,,,47.61217,-122.33694,Seattle,WA,2012,24755086.0,17.024541561213013,12.821250176479428
2016,NonResidential,Retail Store,1925,1.0,10,693450,693450,0,"Office, Retail Store",Retail Store,361107.0,Office,332343.0,,,47.61229,-122.33629,Seattle,WA,,40062888.0,17.505961002426417,13.449435860148478
2016,NonResidential,Large Office,1976,1.0,33,791396,791396,0,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,622034.0,Parking,132465.0,Other,33110.0,47.61316,-122.3343,Seattle,WA,20172015,40847752.0,17.525362371637442,13.581555017175708
2016,NonResidential,Large Office,2000,1.0,23,747747,542671,205076,"Office, Parking, Restaurant",Office,542461.0,Parking,219045.0,Restaurant,9337.0,47.61399,-122.33523,Seattle,WA,2017201620152014201320122011201020092008,30985420.0,17.24902736150566,13.524821301797878
2016,NonResidential,Small- and Mid-Sized Office,1926,1.0,10,63409,55652,7757,"Office, Retail Store",Office,45260.0,Retail Store,6187.0,,,47.61356,-122.33665,Seattle,WA,,3444270.0,15.052222829006643,11.057376856694075
2016,NonResidential,Large Office,1930,1.0,17,204790,174790,30000,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,47.61375,-122.33566,Seattle,WA,201020092007,7739699.0,15.86187348512481,12.229745225869369
2016,NonResidential,Small- and Mid-Sized Office,1916,1.0,5,73399,73399,0,"Office, Retail Store",Office,51557.0,Retail Store,9976.0,,,47.61256,-122.33808,Seattle,WA,,3757006.0,15.139133187743084,11.203679214602609
2016,NonResidential,Large Office,1969,1.0,20,265851,233517,32334,"Office, Parking",Office,226454.0,Parking,29214.0,,,47.61391,-122.33725,Seattle,WA,201720102007,14633233.0,16.498805801199353,12.490695041943496
2016,NonResidential,Large Office,2009,1.0,25,758043,529375,228668,"Office, Parking",Office,582725.0,Parking,191082.0,,,47.61578,-122.33726,Seattle,WA,20162015,27018020.0,17.112014645771065,13.538496710433222
2016,NonResidential,Large Office,1968,1.0,12,206000,206000,0,"Office, Parking",Office,161000.0,Parking,51250.0,,,47.61641,-122.34112,Seattle,WA,,8580279.0,15.9649771049643,12.235636302128867
2016,NonResidential,Large Office,2009,1.0,36,824887,669915,154972,"Office, Parking",Office,743562.0,Parking,161119.0,,,47.61555,-122.33582,Seattle,WA,20172015,39523852.0,17.49241492103089,13.623002898525169
2016,NonResidential,Large Office,1990,1.0,16,480840,339240,141600,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,47.61516,-122.33303,Seattle,WA,,17867002.0,16.698466161822605,13.083291933109898
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,7,89550,89550,0,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,47.60266,-122.33332,Seattle,WA,,3903259.75,15.177322851515134,11.402563574372348
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,6,89355,89355,0,"Office, Retail Store",Office,82355.0,Retail Store,7000.0,,,47.60219,-122.33347,Seattle,WA,,4178233.5,15.24539934685722,11.400383669983814
2016,NonResidential,Large Office,1922,1.0,15,388934,388934,0,Office,Office,388934.0,,,,,47.6036,-122.33288,Seattle,WA,20152014201220112009,18576900.0,16.737429485188862,12.871167513522956
2016,NonResidential,Large Office,1929,1.0,22,384302,384302,0,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,47.60403,-122.33497,Seattle,WA,201220092008,10062436.0,16.12431993981979,12.859186582923714
2016,NonResidential,Large Office,1958,1.0,17,378525,293925,84600,"Office, Parking",Office,236827.0,Parking,83311.0,Restaurant,14679.0,47.6037,-122.33447,Seattle,WA,,24906132.0,17.03062463632767,12.844040041706515
2016,NonResidential,Large Office,1983,1.0,47,1323055,1323055,0,"Office, Parking, Restaurant",Office,1011135.0,Parking,272682.0,Restaurant,37595.0,47.60505,-122.33427,Seattle,WA,,44683660.0,17.615118467035916,14.095454770243617
2016,NonResidential,Large Office,1986,1.0,41,589921,460489,129432,"Office, Parking, Pre-school/Daycare",Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,47.60567,-122.33511,Seattle,WA,20162015,24603420.0,17.018396056274597,13.287745603752434
2016,NonResidential,Small- and Mid-Sized Office,1950,1.0,6,91091,89699,1392,"Office, Parking",Office,89699.0,Parking,1392.0,,,47.60542,-122.33588,Seattle,WA,,1835804.875,14.422994112001684,11.419625263804768
2016,NonResidential,Large Office,1968,1.0,8,157941,94948,62993,"Office, Parking",Office,84838.0,Parking,15401.0,,,47.60581,-122.33664,Seattle,WA,2016,3743228.5,15.13545929946056,11.969983156007991
2016,NonResidential,Large Office,1991,1.0,29,635303,438072,197231,"Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,47.60614,-122.33674,Seattle,WA,201620152014201320112010200920072000,18221224.0,16.718097681344997,13.3618589034728
2016,NonResidential,Large Office,1980,1.0,34,776762,614158,162604,"Office, Parking",Office,606050.0,Parking,154947.0,,,47.60655,-122.33533,Seattle,WA,201620092008,32552428.0,17.29836254749056,13.562890563516916
2016,NonResidential,Large Office,1972,1.0,14,186768,162993,23775,"Data Center, Office, Parking",Office,182540.0,Parking,33671.0,Data Center,240.0,47.60671,-122.33456,Seattle,WA,201620142012,9641043.0,16.08153995947803,12.137627838114382
